"adap-org/9505003","Stefan Boettcher","Stefan Boettcher and Maya Paczuski (Brookhaven National Laboratory)","Exact Results for Spatio-Temporal Correlations in a Self-Organized
  Critical Model of Punctuated Equilibrium","4 pages, postscript, uuencoded, (two ps-figures included) Final
  Version, to appear in PRL","Physical Review Letters 76, 348 (1996)","10.1103/PhysRevLett.76.348",,"adap-org cond-mat nlin.AO",,"  We introduce a self-organized critical model of punctuated equilibrium with
many internal degrees of freedom ($M$) per site. We find exact solutions for
$M\rightarrow \infty$ of cascade equations describing avalanche dynamics in the
steady state. This proves the existence of simple power laws with critical
exponents that verify general scaling relations for nonequilibrium phenomena.
Punctuated equilibrium is described by a Devil's staircase with a
characteristic exponent, $\tau_{FIRST}=2-d/4$ where $d$ is the spatial
dimension.
","[{""version"":""v1"",""created"":""Sun, 28 May 1995 21:56:07 GMT""},{""version"":""v2"",""created"":""Fri, 8 Dec 1995 05:05:46 GMT""}]","2009-10-28"
"adap-org/9505004","Kengo Ichiki","Kengo Ichiki (Dept. of Physics, Tohoku Univ.,Sendai 980-77, Japan)","Hydrodynamic effects in density waves of granular flows","REV-TeX file with 2 Postscript figures; submitted to Phys. Rev. E.",,,,"adap-org nlin.AO",,"  Granular flows in a narrow pipe are studied numerically by the model taking
account of hydrodynamic effects of fluid surrounding particles. In the
simulations density waves are observed over the wide range of the Stokes
number, which represents the inertial effect of particles. The mechanisms of
formation of the density waves are considered and two types of density waves,
which are observed in the systems with zero and finite Stokes numbers, are
presented. Power spectra of density waves obtained from the simulations with
non-zero Stokes number show $1/f^\alpha$ power law which is similar to that in
experiments.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 11:09:01 GMT""},{""version"":""v2"",""created"":""Tue, 30 May 1995 09:58:58 GMT""}]","2012-08-29"
"alg-geom/9505030","Ziv Ran","Ziv Ran","How to tell you're hearing a Calabi-Yau: Universal variations of Hodge
  structure and local Schottky relations for Calabi-Yau manifolds","amstex2.1",,,,"alg-geom math.AG",,"  A revised version with a number of corrections and refinements.
","[{""version"":""v1"",""created"":""Sun, 28 May 1995 21:29:11 GMT""},{""version"":""v2"",""created"":""Wed, 27 Sep 1995 14:30:03 GMT""}]","2008-02-03"
"alg-geom/9505031",,"Atanas Iliev","Minimal sections of conic bundles","Duke preprint, 29 pages. LaTex 2.09",,,,"alg-geom math.AG",,"  Let the threefold X be a general smooth conic bundle over the projective
plane P(2), and let (J(X), Theta) be the intermediate jacobian of X. In this
paper we prove the existence of two natural families C(+) and C(-) of curves on
X, such that the Abel-Jacobi map F sends one of these families onto a copy of
the theta divisor (Theta), and the other -- onto the jacobian J(X). The general
curve C of any of these two families is a section of the conic bundle
projection, and our approach relates such C to a maximal subbundle of a rank 2
vector bundle E(C) on C, or -- to a minimal section of the ruled surface
P(E(C)). The families C(+) and C(-) correspond to the two possible types of
versal deformations of ruled surfaces over curves of fixed genus g(C). As an
application, we find parameterizations of J(X) and (Theta) for certain classes
of Fano threefolds, and study the sets Sing(Theta) of the singularities of
(Theta).
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 10:28:48 GMT""}]","2008-02-03"
"alg-geom/9505032",,"Atanas Iliev","The fiber of the Griffiths map for the non-hyperelliptic Fano threefolds
  of genus 6","Duke preprint, 52 pages, LaTex 2.09",,,,"alg-geom math.AG",,"  Among smooth non-rational Fano 3-folds, the non-hyperelliptic Fano 3-fold
X(10) of genus 6 has the unique property to admit a non-trivial orbit of
birationally isomorphic 3-folds, inside its moduli space. Here we prove that
these orbits are, in fact, the same as the fibers of the Griffiths period map
for X(10). This leads upto the main result of the paper: The general fiber of
the period map for X(10) is a union of two irreducible families of 3-folds:
F(1) + F(2), each F(i) -- isomorphic to the Fano surface of conics of any of
its elements. As an application, we give a negative answer to a Tjurin's
conjecture: The general X(10) is birational to a quartic double solid.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 10:32:40 GMT""}]","2008-02-03"
"alg-geom/9505033","Bruce Hunt","Bruce Hunt","Symmetric subgroups of rational groups of hermitian type","29 pages (11 pt), ps-file also available at the home page
  http://www.mathematik.uni-kl.de/~wwwagag, preprints. LaTeX v2.09",,,,"alg-geom math.AG",,"  A rational group of hermitian type is an algebraic group over the rational
numbers whose symmetric space is a hermitian symmetric space. We assume such a
group $G$ to be given, which we assume is isotropic. Then, for any rational
parabolic $P$ in the group $G$, we find a reductive rational subgroup $N$
closely related with $P$ by a relation we call incidence. This has implications
to the geometry of arithmetic quotients of the symmetric space by arithmetic
subgroups of $G$, in the sense that $N$ defines a subvariety on such an
arithmetic quotient which has special behaviour at the cusp corresponding to
the parabolic with which $N$ is incident.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 09:17:24 GMT""}]","2008-02-03"
"astro-ph/9505130","Yukitoshi Kan-ya","Yukitoshi Kan-ya, Ryoichi Nishi and Takashi Nakamura","The Microlensing and Halo Models of the Galaxy","17 pages (including 8 figures), uuencoded gz-compressed postscript",,"10.1093/pasj/48.3.479",,"astro-ph",,"  We investigated the dependence of the optical depth $\tau$ of the
microlensing events on model parameters of the Galactic halo. We only consider
Galactic mass models in which the rotation curve inside the Sun is compatible
with the observation and LMC is bound to the Galaxy. It is found that $\tau$
varies up to a factor 2.5 from the standard spherical and flat rotation halo
model. This implies that only the most centrally concentrated halo model can be
consistent with the observation if the halo consists of only MACHOs. We also
calculate the power $x$ of IMF of MACHO consistent with Tyson's CCD survey as
well as Bahcall \etal's observation by {\em HST}. It is found that $x$ is
greater than 5.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 07:57:43 GMT""}]","2015-06-24"
"astro-ph/9505131","Stefano Cristiani","S. Cristiani, S. D'Odorico, V. D'Odorico, A. Fontana, E. Giallongo, S.
  Savaglio","CLUSTERING PROPERTIES OF THE LY$\alpha$ CLOUDS","4 pages uuencoded compressed postscript, to appear in the proceedings
  of the XXXth MORIOND meeting: ""Clustering in the Universe""",,,"AKP-95-2","astro-ph",,"  The spectra of the QSOs PKS2126-158 ($z_{em}=3.27$) and Q0055-269
($z_{em}=3.66$) have been observed at high resolution ($2.2 - 2.7 \times
10^4$). Significant clustering, with $\xi \simeq 1$ at $\Delta v=100$ km
s$^{-1}$, is detected in both cases for lines with $\log N_{HI} \geq 13.8$. A
similar result is obtained analysing the data available in the literature for
Q0014+81. An anticlustering signal is also detected on scales $\Delta v \sim
600$ km s$^{-1}$. Two voids of size $\sim 2000$ km s$^{-1}$ are found in the
spectrum of Q0055-269 with a probability of $2\times 10^{-4}$.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 08:58:32 GMT""}]","2007-05-23"
"astro-ph/9505132","Paola Andreani","P. Andreani, S. Cristiani and F. La Franca (Dip.Astron. Univ.Padova)","THE CLUSTERING OF QUASARS","4p compressed-ps file, XXX Moriond Meeting 'Clustering in the
  Universe'",,,"PD-1995-A13","astro-ph",,"  We have investigated the spatial distribution of quasars and its relationship
with redshift by using the two-point correlation function, the variance of cell
counts and the conditional density as a function of redshift. By comparing our
results with those found by other authors we conclude that quasars have a
correlation function with amplitude similar to or greater than that of
galaxies, but the issue of its evolution still needs to be settled. We discuss
how this can be achieved by adding new observations and comparing real data
with survey simulations.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 15:13:02 GMT""}]","2007-05-23"
"cond-mat/9505145","Karen Hallberg","K. A. Hallberg, E. Mueller-Hartmann and C. A. Balseiro","Hole dynamics in generalized spin backgrounds in infinite dimensions","Accepted in Phys. Rev. B. 18 pages of text (1 fig. included) in Latex
  + 2 figures in uuencoded form containing the 2 postscripts (mailed
  separately)","Phys. Rev. B 52, 4396 (1995)","10.1103/PhysRevB.52.4396",,"cond-mat",,"  We calculate the dynamical behaviour of a hole in various spin backgrounds in
infinite dimensions, where it can be determined exactly. We consider hypercubic
lattices with two different types of spin backgrounds. On one hand we study an
ensemble of spin configurations with an arbitrary spin probability on each
sublattice. This model corresponds to a thermal average over all spin
configurations in the presence of staggered or uniform magnetic fields. On the
other hand we consider a definite spin state characterized by the angle between
the spins on different sublattices, i.e a classical spin system in an external
magnetic field. When spin fluctuations are considered, this model describes the
physics of unpaired particles in strong coupling superconductors.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 08:31:21 GMT""}]","2009-10-28"
"cond-mat/9505146",,"H. Frahm and M. P. Pfannm\""uller","On the Hubbard Model in the Limit of Vanishing Interaction","10 pages, LaTeX, 2 uuencoded eps-figures","Phys. Lett. A 204 (1995) 347-352","10.1016/0375-9601(95)00499-S","ITP-UH-16/95","cond-mat",,"  We address the question how a correspondence between the particle like
excitations in the one dimensional Hubbard model (i.e. ``holons'' and
``spinons'') and the free fermionic picture can be established in the limit of
vanishing interaction by studying the finite size spectrum in the framework of
the Bethe Ansatz. Special attention has to be paid to the case of a vanishing
magnetic field where the two bands of excitations in either description are
degenerate. The interaction lifts this degeneracy.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 08:29:42 GMT""}]","2009-10-28"
