"alg-geom/9503015","S. Kumar","Shrawan Kumar","The nil Hecke ring and singularity of Schubert varieties","AMSTEX",,"10.1007/BF01232388",,"alg-geom math.AG",,"  We give a criterion for smoothness of a point in any Schubert variety in any
G/B in terms of the nil Hecke ring.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 07:27:21 GMT""}]","2015-06-24"
"astro-ph/9503086","Carlo Graziani","Carlo Graziani, Alice K. Harding, and Ramin Sina","Elimination of resonant divergences from QED in super-strong magnetic
  fields","23 pages, LATEX, 5 uuencoded, tar-compressed Postscript figures, uses
  the REVTEX macros. To appear in Physical Review D.","Phys.Rev. D51 (1995) 7097-7110","10.1103/PhysRevD.51.7097",,"astro-ph",,"  We study the resonant divergences that occur in quantum scattering
cross-sections in the presence of a strong external magnetic field. We
demonstrate that all such divergences may be eliminated by introducing
radiative corrections to the leading-order scattering amplitudes. These
corrections impose a choice of basis states that must be used in scattering
calculations: electron states must diagonalize the mass operator, while photon
states must diagonalize the polarization operator. The radiative corrections
introduce natural line-widths into the energy denominators of all propagators,
as well as into the time-development exponentials of all scattering states
corresponding to external lines. Since initial and final scattering states may
now decay, it is logically necessary to compute scattering amplitudes for a
finite time-lapse between the preparation of the initial state and the
measurement of the final state. Strict energy conservation, which appeared in
previous formulations of the theory, must thus be abandoned. We exhibit the
generic formulae for the scattering cross-sections in two useful limits,
corresponding to the cases where either the initial states or the final states
are stable, and discuss the application of the general formula when neither of
these limits applies.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 21:32:48 GMT""}]","2009-10-28"
"astro-ph/9503087","Peter Meszaros","P. Meszaros and A. Meszaros","The Brightness Distribution of Bursting Sources in Relativistic
  Cosmologies","16 pages plus one figure, uuencoded postscript file. to appear in
  Ap.J.","Astrophys.J. 449 (1995) 9-16","10.1086/176026",,"astro-ph gr-qc",,"  We present analytical solutions for the integral distribution of arbitrary
bursting or steady source counts as a function of peak photon count rate within
Friedmann cosmological models. We discuss both the standard candle and
truncated power-law luminosity function cases with a power-law density
evolution. While the analysis is quite general, the specific example discussed
here is that of a cosmological gamma-ray burst distribution. These solutions
show quantitatively the degree of dependence of the counts on the density and
luminosity function parameters, as well as the the weak dependence on the
closure parameter and the maximum redshift. An approximate comparison with the
publicly available Compton Gamma Ray Observatory data gives an estimate of the
maximum source luminosity and an upper limit to the minimum luminosity. We
discuss possible ways of further constraining the various parameters.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 15:08:05 GMT""}]","2009-10-28"
"chao-dyn/9503009","Paula Bozzay","K. Shiokawa, B. L. Hu","Decoherence, Delocalization and Irreversibility in Quantum Chaotic
  Systems","pp21",,"10.1103/PhysRevE.52.2497","IASSNS-HEP-95/21","chao-dyn nlin.CD quant-ph",,"  Decoherence in quantum systems which are classically chaotic is studied. The
Arnold cat map and the quantum kicked rotor are chosen as examples of linear
and nonlinear chaotic systems. The Feynman-Vernon influence functional
formalism is used to study the effect of the environment on the system. It is
well-known that quantum coherence can obliterate many chaotic behavior in the
corresponding classical system. But interaction with an environment can under
general circumstances quickly diminish quantum coherence and reenact many
classical chaotic behavior. How effective decoherence works to sustain chaos,
and how the resultant behavior qualitatively differs from the quantum picture
depend on the coupling of the system with the environment and the spectral
density and temperature of the environment. We show how recurrence in the
quantum cat map is lost and classical ergodicity is recovered due to the effect
of the environment. Quantum coherence and diffusion suppression are
instrumental to dynamical localization for the kicked rotor. We show how
environment-induced effects can destroy this localization. Such effects can
also be understood as resulting from external noises driving the system.
Peculiar to decohering chaotic systems is the apparent transition from
reversible to irreversible dynamics. We show such transitions in the quantum
cat map and the kicked rotor and distinguish it from apparent irreversibility
originating from dynamical instability and imprecise measurements. By
performing a time reversal on and followng the quantum kicked rotor dynamics
numerically, we whow how the oth
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 21:25:05 GMT""}]","2009-10-28"
"cond-mat/9503128","Horatiu Zeno Simon","Horatiu Simon","Concentration for One and Two Species One-Dimensional Reaction-Diffusion
  Systems","20 pages latex, uuencoded figures at the end","J.Phys. A28 (1995) 6585-6604","10.1088/0305-4470/28/23/013","BONN TH-95-07","cond-mat",,"  We look for similarity transformations which yield mappings between different
one-dimensional reaction-diffusion processes. In this way results obtained for
special systems can be generalized to equivalent reaction-diffusion models. The
coagulation (A + A -> A) or the annihilation (A + A -> 0) models can be mapped
onto systems in which both processes are allowed. With the help of the
coagulation-decoagulation model results for some death-decoagulation and
annihilation-creation systems are given. We also find a reaction-diffusion
system which is equivalent to the two species annihilation model (A + B ->0).
  Besides we present numerical results of Monte Carlo simulations. An accurate
description of the effects of the reaction rates on the concentration in
one-species diffusion-annihilation model is made. The asymptotic behavior of
the concentration in the two species annihilation system (A + B -> 0) with
symmetric initial conditions is studied.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 09:15:02 GMT""}]","2016-08-31"
"cond-mat/9503129","Franco Dalfovo","J. Boronat, J. Casulleras, F. Dalfovo, S. Moroni, and S. Stringari","Bounds for the phonon-roton dispersion in superfluid 4He","13 pages, REVTEX, 7 figures available upon request or at
  http://anubis.science.unitn.it/~dalfovo/papers/papers.html",,"10.1103/PhysRevB.52.1236","UTF-346/95","cond-mat",,"  The sum rule approach is used to derive upper bounds for the dispersion law
$\omega_0(q)$ of the elementary excitations of a Bose superfluid. Bounds are
explicitly calculated for the phonon-roton dispersion in superfluid $^4$He,
both at equilibrium ($\rho=0.02186$ \AA$^{-3}$) and close to freezing
($\rho=0.02622$ \AA$^{-3}$). The bound $\omega_0(q) \le
2S(q)\mid\chi(q)\mid^{-1}$, where $S(q)$ and $\chi(q)$ are the static structure
factor and density response respectively, is calculated microscopically for
several values of the wavevector $q$. The results provide a significant
improvement with respect to the Feynman approximation $\omega_F(q)=
q^2(2mS(q))^{-1}$. A further, stronger bound, requiring the additional
knowledge of the current correlation function is also investigated. New results
for the current correlation function are presented.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 14:05:39 GMT""}]","2009-10-28"
"dg-ga/9503009","I. D. Marshall","Ian Marshall and Tudor Ratiu","The Ring of Invariants for Smooth Completions of Kac-Moody Lie Algebras","needs amsTeX",,,,"dg-ga math.DG",,"  It is proved that the ring of invariants of the standard smooth completion of
a Kac-Moody Lie algebra is functionally generated by two elements: the
coefficient of the center and the Killing form.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 20:26:40 GMT""}]","2008-02-03"
"dg-ga/9503010","Franz Pedit","Dirk Ferus and Franz Pedit","Isometric Immersions of Space Forms and Soliton Theory","15 pages, latex2e, postscript available at
  http://www_sfb288.math.tu-berlin.de/preprints.html",,,"SFB 288 Preprint No. 154","dg-ga math.DG",,"  This paper studies isometric immersions of space forms by means of a
hierarchy of finite dimensional integrable systems in Lax form on loop
algebras.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 10:35:22 GMT""}]","2008-02-03"
"gr-qc/9503045","Frolov B. N.","O. V. Babourova, B. N. Frolov (Department of Mathematics, Moscow State
  Pedagogical University)","On a Harmonic Property of the Einstein Manifold Curvature","4 pages",,,"EFI-95-03","gr-qc",,"  The harmonicity condition of the curvature 2-form of a pseudo- Riemannian
manifold is formulated on the basis of annulment of this form by the de
Rham-Lichnerowicz Laplacian. The following theorem is proved: The curvature
2-form of any Einstein manifold is harmonic.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 10:42:46 GMT""}]","2007-05-23"
"hep-lat/9503022",,"W. Bietenholz and U.-J. Wiese","A Perturbative Construction of Lattice Chiral Fermions","8 pages, LaTex","Phys.Lett. B378 (1996) 222-226","10.1016/0370-2693(96)00381-4","MIT/CTP 2423","hep-lat",,"  We perform a renormalization group transformation to construct a lattice
theory of chiral fermions. The field variables of the continuum theory are
averaged over hypercubes to define lattice fields. Integrating out the
continuum variables in perturbation theory we derive a chirally invariant
effective action for the lattice fields. This is consistent with the
Nielsen-Niniomiya theorem because the effective action is nonlocal. We also
construct the axial current on the lattice and we show that the axial anomaly
of the continuum theory is reproduced in the Schwinger model. This shows that
chiral fermions can be regularized on the lattice.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 20:57:55 GMT""}]","2009-10-28"
"hep-ph/9503419","Pavel Nadolsky","Pavel M. Nadolsky","Probing polarized valence quark distributions in $W^{-}$-boson
  production","LaTeX file, 9 pages, 2 figures inserted using EPSF.STY; in the final
  version of the preprint a reference to the earlier papers is added and small
  corrections to the text are made",,,"IHEP-95-56","hep-ph",,"  While EMC-SMC-E142 data sheds new light on the behavior of polarized parton
distributions at small and intermediate $x$, it may be also interesting to
study valence quark polarizations at large $x$, where spectator quark counting
rules and Carlitz-Kaur type models predict different behavior for down quark
polarizations. The article examines the possibility of testing the ratio
$\Delta d_V(x)/d_V(x)$ at $x\to 1$ in the inclusive production of
$W^{-}$-bosons.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 16:11:39 GMT""},{""version"":""v2"",""created"":""Fri, 21 Apr 1995 12:08:29 GMT""}]","2008-02-03"
