"adap-org/9506001","Yuhai Tu","Yuhai Tu (IBM T. J. Watson Research Center), John Toner(IBM T. J.
  Watson Research Center and Univ. of Oregon)","How birds fly together: Long-range order in a two-dimensional dynamical
  XY model","11 Pages.",,,,"adap-org cond-mat nlin.AO nlin.PS patt-sol",,"  We propose a non-equilibrium continuum dynamical model for the collective
motion of large groups of biological organisms (e.g., flocks of birds, slime
molds, etc.) Our model becomes highly non-trivial, and different from the
equilibrium model, for $d<d_c=4$; nonetheless, we are able to determine its
scaling exponents {\it exactly} in $d=2$, and show that, unlike equilibrium
systems, our model exhibits a broken continuous symmetry even in $d=2$. Our
model describes a large universality class of microscopic rules, including
those recently simulated by Viscek et. al.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 1995 22:35:50 GMT""}]","2015-06-30"
"astro-ph/9506063","Meg Urry","C. Megan Urry and Paolo Padovani","Unified Schemes for Radio-Loud Active Galactic Nuclei","88 pages, latex file, uses aaspp.sty macro (available via ftp from
  ftp://aas.org/pubs/aastex/). Accompanying 22 figures and 3 tables available
  at http://itovf2.roma2.infn.it/padovani/review.html. (Abstract is abridged.)
  The only change is that the revised version indicates this paper is an
  invited review for PASP, in press, September 1995 issue","Publ.Astron.Soc.Pac.107:803,1995","10.1086/133630",,"astro-ph",,"  The appearance of active galactic nuclei (AGN) depends so strongly on
orientation that our current classification schemes are dominated by random
pointing directions instead of more interesting physical properties. Light from
the centers of many AGN is obscured by optically thick circumnuclear matter and
in radio-loud AGN, bipolar jets emanating from the nucleus emit light that is
relativistically beamed along the jet axes. Understanding the origin and
magnitude of radiation anisotropies in AGN allows us to unify different classes
of AGN; that is, to identify each single, underlying AGN type that gives rise
to different classes through different orientations.
  This review describes the unification of radio-loud AGN, which include radio
galaxies, quasars, and blazars. We describe the classification and properties
of AGN and summarize the evidence for anisotropic emission. We outline the two
most plausible unified schemes for radio-loud AGN, one linking quasars and
luminous radio galaxies and another linking BL~Lac objects and less luminous
radio galaxies. Using the formalism appropriate to samples biased by
relativistic beaming, we show the population statistics for two schemes are in
accordance with available data. We analyze the possible connections between
low- and high-luminosity radio-loud AGN. We review potential difficulties with
unification and conclude that none currently constitutes a serious problem. We
discuss likely complications to unified schemes that are suggested by realistic
physical considerations; these will be important to consider when more
comprehensive data for larger complete samples become available. We conclude
with a list of the ten questions we believe are the most pressing in this
field.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 1995 01:34:08 GMT""},{""version"":""v2"",""created"":""Fri, 9 Jun 1995 13:19:55 GMT""}]","2011-07-18"
"astro-ph/9506064","Big Bad Bob","R. K. Schaefer, S.Ali, M. Limon, and L. Piccirillo (Bartol Res. Inst.)","COBE Observations of the Microwave Counterparts of Gamma Ray Bursts","5 pages, LaTEX",,"10.1007/BF00658644","BA-95-22","astro-ph",,"  We have used the data from the COBE satellite to search for delayed microwave
emission (31 - 90 GHz) from Gamma Ray Bursts (GRBs). The large $7^\circ$ beam
of COBE is well matched to the large positional uncertainties in the GRB
locations, although it also means that fluxes from (point source) GRB objects
will be diluted. In view of this we are doing a statistical search of the GRBs
which occurred during the currently released COBE DMR data (years 1990 and
1991), which overlap $\sim 200$ GRBs recorded by GRO. Here we concentrate on
just the top 10 GRBs (in peak counts/second). We obtain the limits on the
emission by comparing the COBE fluxes before and after the GRB at the GRB
location. Since it is thought that the microwave emission should lag the GRB
event, we have searched the GRB position for emission in the few months
following the GRB occurrence.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 1995 20:22:07 GMT""}]","2009-10-28"
"astro-ph/9506066","Wolfgang Brandner","Thomas Lehmann, Bo Reipurth, and Wolfgang Brandner","The outburst of the T Tauri star EX Lupi in 1994","Latex (requires laa.sty) with links to 6 postscript figures,
  uuencoded gzipped tar file. Complete postscript version also available at
  http://lucky.astro.uni-wuerzburg.de/ . Accepted for publication in A&A","A&A 300 (1995) L9",,,"astro-ph",,"  We have observed an outburst of the T Tauri star EX Lup in March 1994. We
present both photometric (BVR) and spectroscopic (low and medium resolution)
observations carried out during the decline after outburst. The star appears
much bluer during outburst due to an increased emission of a hot continuum.
This is accompanied by a strong increase of the veiling of photospheric lines.
We observe inverse P Cygni profiles of many emission lines over a large
brightness range of EX Lup. We briefly discuss these features towards the model
of magnetospherically supported accretion of disk material.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 1995 14:08:27 GMT""}]","2007-05-23"
"astro-ph/9506067","Gambera","A. Del Popolo and M. Gambera (Institute of Astronomy, University of
  Catania, ITALY)","Peak mass and dynamical friction","7 pages, 2 figures, uuencoded compressed postscript file (91 Kb)",,,,"astro-ph",,"  We show how the results given by several authors relatively to the mass of a
density peak are changed when small scale substructure induced by dynamical
friction are taken into account. The peak mass obtained is compared to the
result of Peacock \& Heavens (1990) and to the peak mass when dynamical
friction is absent to show how these effects conspire to reduce the mass
accreted by the peak.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 1995 15:35:12 GMT""}]","2007-05-23"
"cmp-lg/9506005","Simone Teufel","Simone Teufel (IMS-CL, University of Stuttgart)","A Support Tool for Tagset Mapping","EACL-Sigdat 95, contains 4 ps figures (minor graphic changes)",,,,"cmp-lg cs.CL",,"  Many different tagsets are used in existing corpora; these tagsets vary
according to the objectives of specific projects (which may be as far apart as
robust parsing vs. spelling correction). In many situations, however, one would
like to have uniform access to the linguistic information encoded in corpus
annotations without having to know the classification schemes in detail. This
paper describes a tool which maps unstructured morphosyntactic tags to a
constraint-based, typed, configurable specification language, a ``standard
tagset''. The mapping relies on a manually written set of mapping rules, which
is automatically checked for consistency. In certain cases, unsharp mappings
are unavoidable, and noise, i.e. groups of word forms {\sl not} conforming to
the specification, will appear in the output of the mapping. The system
automatically detects such noise and informs the user about it. The tool has
been tested with rules for the UPenn tagset \cite{up} and the SUSANNE tagset
\cite{garside}, in the framework of the EAGLES\footnote{LRE project EAGLES, cf.
\cite{eagles}.} validation phase for standardised tagsets for European
languages.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 1995 16:47:50 GMT""},{""version"":""v2"",""created"":""Thu, 7 Sep 1995 13:19:19 GMT""}]","2008-02-03"
"cmp-lg/9506007","Samuel L. Bayer","Sam Bayer and Mark Johnson (Brown University)","Features and Agreement",,,,,"cmp-lg cs.CL",,"  This paper compares the consistency-based account of agreement phenomena in
`unification-based' grammars with an implication-based account based on a
simple feature extension to Lambek Categorial Grammar (LCG). We show that the
LCG treatment accounts for constructions that have been recognized as
problematic for `unification-based' treatments.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 1995 18:23:46 GMT""}]","2008-02-03"
"cond-mat/9506039","Lech Borkowski","L.S. Borkowski, P.J. Hirschfeld, and W.O. Putikka","Transport Properties of ""Extended-s"" State Superconductors","4 pages, 5 figures, uuencoded compressed postscript file",,"10.1103/PhysRevB.52.R3856",,"cond-mat",,"  Superconducting states with ""extended s-wave"" symmetry have been suggested in
connection with recent ARPES experiments on BSCCO. In the presence of
impurities, thermodynamic properties of such states reflect a residual density
of states $N(0)$ for a range of concentrations. While properties reflecting
$N(\omega)$ alone will be similar to those of d-wave states, transport
measurements may be shown to qualitatively distinguish between the two. In
contrast to the d-wave case with unitarity limit scattering, limiting
low-temperature residual conductivities in the s-wave state are large and scale
inversely with impurity concentration.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 1995 06:53:29 GMT""}]","2009-10-28"
"cond-mat/9506040","Daijiro Yoshioka","Daijiro Yoshioka","Angular Dependent Magnetoresistance Oscillation of a
  Quasi-Two-Dimensional System in a Periodic Potential","4 pages, revtex, no figures, submitted to J. Phys. Soc. Jpn","J. Phys. Soc. Jpn. 64 (1995) 3168.","10.1143/JPSJ.64.3168","UTKOMCMT-95-5","cond-mat",,"  (BEDT-TTF)$_2$MHg(SCN)$_4$[M:K,Rb,Tl] shows typical two-dimensional angular
dependent magnetoresistance oscillation (ADMRO) at high temperature (T$>$8K),
but at lower temperature it shows anomalously large magnetoresistance, and the
ADMRO pattern changes. These low temperature behaviors are explained as effects
of a periodic potential. The present explanation is different from that by
Kartsovnik et al. [J. Phys. I France {\bf 3} (1993) 1187] in that
reconstruction of the cylindrical Fermi surface into an open Fermi surface is
not assumed. It is also predicted that if the periodic potential exists at
quantizing magnetic field, resistivity peak of new origin should be observed.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 1995 08:23:45 GMT""}]","2009-10-28"
"cond-mat/9506041","Jarek Luberek","Jarek Luberek and Goran Wendin (Department of Applied Physics,
  Chalmers University of Technology)","The Ba 4d-f giant dipole resonance as a probe of the structure of
  endohedral Ba@C_n metallofullerenes","11 pages, 4 uuencoded figures. Typeset using RevTeX",,"10.1016/0009-2614(95)01284-2","IAP 95-01","cond-mat",,"  We calculate the x-ray absorption near edge structure (XANES) modulating the
Ba 4d-photoabsorption cross section - the giant dipole resonance - centered
around 110 eV photon energy for several models of spherical and non-spherical
Ba@C_n metallofullerene cage systems. In the cases considered, the XANES
interference patterns provide clear structural ""fingerprints"", distinguishing
between center versus off-center Ba position and spherical versus deformed C_n
shell.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 1995 12:19:28 GMT""}]","2009-10-28"
